customer_id,days_since_last_order,total_orders,avg_order_value,total_spend,tenure_days,returns_count,support_tickets,discount_usage_pct,primary_category,device_type,has_wishlist,has_reviews,loyalty_tier,email_open_rate_pct,push_notif_opt_in,churned
CUST01098,9,10,78.0,685.53,569,0,0,63.5,Electronics,Mobile,1,0,None,20.7,1,No
CUST01099,68,7,107.43,661.11,167,0,2,17.2,Home & Garden,Mobile,0,0,None,53.8,0,No
CUST01100,19,13,28.02,412.97,284,1,0,87.4,Beauty,Tablet,1,1,Silver,9.2,1,No
CUST01101,2,5,260.98,1475.61,285,0,0,33.7,Sports,Mobile,1,1,None,11.5,1,No
CUST01102,156,2,184.49,396.58,280,1,0,50.5,Beauty,Mobile,1,0,None,29.6,0,Yes
CUST01103,96,3,84.65,264.85,245,1,2,37.2,Home & Garden,Mobile,1,1,Silver,25.5,0,No
CUST01104,118,4,20.38,90.03,518,0,1,55.2,Sports,Desktop,1,0,Platinum,1.1,0,No
CUST01105,237,3,75.27,195.9,502,0,2,43.4,Fashion,Tablet,0,1,Silver,6.1,0,No
CUST01106,8,13,68.41,787.81,161,0,3,62.4,Sports,Mobile,1,1,None,30.5,0,No
CUST01107,22,15,82.31,1166.91,303,2,0,19.2,Beauty,Desktop,1,0,None,8.6,0,No
CUST01108,63,9,194.88,1928.87,32,2,1,17.4,Home & Garden,Desktop,1,1,None,33.5,0,No
CUST01109,53,1,47.43,47.03,30,3,2,12.1,Fashion,Desktop,1,1,None,2.4,0,No
CUST01110,7,4,280.97,1125.09,196,1,0,27.5,Home & Garden,Mobile,0,0,Gold,18.6,0,No
CUST01111,76,9,75.58,624.97,691,1,0,5.8,Sports,Mobile,0,0,None,1.8,0,No
CUST01112,11,4,43.28,180.83,314,1,1,34.2,Home & Garden,Mobile,1,1,Silver,15.2,0,No
CUST01113,11,15,372.23,6233.1,331,1,2,45.8,Beauty,Mobile,0,0,Silver,48.3,1,No
CUST01114,34,4,106.05,402.5,51,0,0,48.8,Fashion,Mobile,1,0,None,32.1,0,No
CUST01115,40,10,37.95,393.07,181,0,1,61.0,Fashion,Tablet,1,1,Silver,42.0,1,No
CUST01116,39,6,58.4,332.73,153,0,0,22.7,Fashion,Mobile,1,1,Silver,43.0,1,No
CUST01117,4,14,90.76,1382.22,458,3,3,34.3,Home & Garden,Desktop,0,0,None,28.9,1,No
CUST01118,94,4,48.39,192.11,44,4,1,71.3,Fashion,Desktop,1,1,Silver,52.7,0,No
CUST01119,13,1,60.77,57.84,232,1,0,74.7,Sports,Mobile,0,1,Gold,4.2,1,No
CUST01120,6,12,28.4,332.63,726,3,1,27.3,Electronics,Desktop,1,0,Silver,61.0,1,No
CUST01121,98,1,14.18,12.44,668,2,0,5.0,Home & Garden,Mobile,1,0,Silver,44.1,0,No
CUST01122,140,9,59.45,593.82,573,3,3,53.2,Fashion,Tablet,1,1,Silver,43.1,0,No
CUST01123,89,5,61.07,347.31,140,3,0,19.7,Sports,Desktop,1,0,Silver,25.4,0,No
CUST01124,74,5,83.24,413.38,849,2,0,53.5,Beauty,Mobile,0,1,None,10.9,0,No
CUST01125,47,24,34.43,757.24,490,2,1,46.1,Fashion,Desktop,1,1,Gold,26.7,1,No
CUST01126,36,1,18.68,19.6,571,1,0,24.7,Home & Garden,Mobile,1,1,Gold,33.3,1,No
CUST01127,4,5,25.22,124.3,808,0,2,24.8,Beauty,Desktop,0,0,Silver,84.3,1,No
CUST01128,23,6,127.04,705.6,829,0,1,53.5,Electronics,Tablet,0,0,Gold,28.2,1,No
CUST01129,20,24,32.03,662.28,82,2,2,51.3,Beauty,Tablet,0,0,Silver,28.8,0,No
CUST01130,13,6,38.33,256.87,40,3,0,34.3,Electronics,Mobile,1,1,None,7.9,1,No
CUST01131,57,18,42.52,833.49,352,1,0,20.7,Electronics,Desktop,1,0,None,15.9,1,No
CUST01132,30,8,33.27,292.43,248,2,1,65.4,Fashion,Mobile,0,0,Silver,6.0,0,Yes
CUST01133,3,11,31.36,338.73,118,0,1,46.1,Sports,Mobile,1,1,Gold,52.1,1,Yes
CUST01134,11,15,27.2,439.0,346,2,0,45.7,Sports,Tablet,0,1,Silver,13.4,1,No
CUST01135,51,11,167.42,1886.5,30,1,2,51.8,Sports,Desktop,0,1,Silver,16.4,1,No
CUST01136,3,7,94.07,633.75,30,3,0,15.9,Electronics,Tablet,0,0,None,51.8,1,No
CUST01137,85,2,148.15,326.77,131,2,0,58.3,Sports,Tablet,1,0,Silver,14.9,0,No
CUST01138,30,9,174.07,1801.04,64,0,1,71.4,Beauty,Mobile,0,0,Silver,14.6,0,No
CUST01139,29,5,10.0,55.99,380,0,1,36.9,Home & Garden,Mobile,0,1,Gold,37.5,1,No
CUST01140,40,3,71.86,233.44,887,1,0,31.3,Fashion,Mobile,0,0,None,5.0,1,No
CUST01141,78,1,34.16,36.7,325,0,1,10.4,Beauty,Desktop,1,0,Silver,35.7,0,No
CUST01142,19,6,133.41,836.54,319,1,1,55.3,Electronics,Mobile,1,0,None,50.5,0,No
CUST01143,50,1,30.17,33.37,30,1,3,34.1,Home & Garden,Desktop,1,0,None,0.1,1,No
CUST01144,37,4,23.49,93.76,215,1,1,34.5,Beauty,Mobile,0,1,None,65.4,1,No
CUST01145,13,4,17.34,62.74,509,0,1,19.0,Home & Garden,Desktop,1,0,Gold,39.2,1,No
CUST01146,94,1,42.86,46.31,318,1,0,25.8,Sports,Mobile,0,0,None,22.3,0,Yes
CUST01147,71,5,113.52,639.03,77,3,1,50.6,Fashion,Desktop,1,1,None,47.4,1,No
CUST01148,48,9,67.02,574.47,566,2,0,63.7,Home & Garden,Mobile,1,0,None,12.7,0,No
CUST01149,85,11,20.86,248.94,1000,0,2,9.2,Beauty,Desktop,1,0,Silver,34.5,1,No
CUST01150,90,7,305.55,1993.66,98,0,1,39.7,Beauty,Tablet,0,1,None,47.8,0,No
CUST01151,55,9,91.8,935.9,69,0,1,61.3,Home & Garden,Mobile,1,1,None,29.3,1,No
CUST01152,81,9,101.69,965.58,123,2,0,41.5,Fashion,Desktop,1,1,None,27.3,0,No
CUST01153,53,12,152.63,1869.62,30,0,1,49.3,Fashion,Desktop,1,1,Silver,21.9,0,No
CUST01154,51,5,14.7,79.67,620,0,0,47.6,Beauty,Tablet,1,1,Platinum,10.5,1,No
CUST01155,43,10,26.33,288.04,794,1,0,46.8,Electronics,Mobile,0,0,Silver,39.4,1,Yes
CUST01156,62,2,105.47,235.77,300,1,1,50.8,Home & Garden,Mobile,0,0,Gold,8.7,0,No
CUST01157,7,4,28.54,127.9,433,3,0,41.3,Electronics,Tablet,0,0,Gold,25.3,1,No
CUST01158,95,9,43.82,341.46,331,0,1,45.4,Beauty,Mobile,0,0,None,52.0,1,No
CUST01159,92,4,51.31,182.02,142,1,2,23.9,Electronics,Mobile,0,1,Gold,14.6,1,No
CUST01160,1,8,19.65,172.58,299,1,1,47.3,Fashion,Tablet,0,1,None,41.6,0,No
CUST01161,78,1,40.91,46.38,542,0,0,8.4,Beauty,Mobile,1,1,Silver,2.0,1,No
CUST01162,6,5,113.48,534.66,498,1,2,48.1,Beauty,Desktop,1,1,Silver,52.9,0,No
CUST01163,18,2,97.86,166.87,30,1,0,46.1,Electronics,Desktop,0,1,Silver,25.1,0,No
CUST01164,61,5,133.01,629.68,186,1,1,19.4,Fashion,Desktop,1,1,Silver,37.1,0,No
CUST01165,7,1,122.47,118.17,151,2,0,5.0,Home & Garden,Mobile,1,1,None,15.3,0,No
CUST01166,76,13,75.54,1058.92,418,3,0,37.3,Home & Garden,Mobile,1,1,Gold,53.3,1,No
CUST01167,80,1,70.91,61.29,208,1,1,35.3,Beauty,Tablet,1,0,None,42.0,0,No
CUST01168,31,2,66.86,122.19,129,0,1,20.5,Electronics,Desktop,0,1,Platinum,39.6,1,No
CUST01169,1,5,33.06,184.84,367,0,0,33.7,Electronics,Desktop,0,1,Platinum,21.9,1,No
CUST01170,15,17,23.95,364.99,192,1,0,53.6,Electronics,Mobile,1,1,Silver,55.0,1,No
CUST01171,43,1,31.45,33.9,88,0,1,22.0,Electronics,Desktop,0,1,Silver,27.5,1,No
CUST01172,178,4,42.06,161.24,663,1,2,35.0,Electronics,Mobile,1,1,Platinum,46.5,0,No
CUST01173,44,16,32.31,542.19,35,1,3,35.4,Sports,Mobile,1,0,None,12.6,0,No
CUST01174,13,4,76.03,265.24,30,0,0,37.6,Electronics,Tablet,1,0,Silver,3.6,1,No
CUST01175,45,4,64.17,240.24,46,0,3,66.5,Electronics,Mobile,1,0,None,2.5,1,No
CUST01176,34,7,69.93,478.47,53,0,1,28.6,Home & Garden,Tablet,1,0,None,60.9,0,No
CUST01177,68,1,72.32,80.07,231,0,0,50.5,Sports,Tablet,1,0,None,45.6,1,No
CUST01178,5,7,142.1,1013.65,294,2,2,22.0,Sports,Desktop,0,1,Silver,35.2,0,No
CUST01179,64,17,54.22,795.98,178,3,0,54.7,Beauty,Desktop,1,1,None,11.0,1,No
CUST01180,35,3,122.33,400.22,68,5,0,57.6,Electronics,Mobile,0,1,Silver,15.1,0,No
CUST01181,148,5,82.54,357.55,42,2,3,23.7,Electronics,Desktop,1,0,None,23.5,1,No
CUST01182,18,6,134.79,914.13,203,2,1,12.2,Fashion,Desktop,1,0,None,41.8,1,No
CUST01183,45,3,198.68,544.49,250,2,0,18.7,Electronics,Desktop,1,1,Silver,38.1,1,No
CUST01184,120,3,86.6,258.86,108,0,1,29.8,Beauty,Mobile,1,1,Silver,20.2,1,No
CUST01185,4,3,59.32,155.12,74,0,0,49.6,Sports,Desktop,1,0,Gold,24.4,0,No
CUST01186,124,1,59.02,60.11,30,1,1,17.6,Electronics,Desktop,1,0,Silver,58.1,0,No
CUST01187,52,3,37.48,112.35,30,2,1,10.4,Fashion,Desktop,0,1,None,10.2,1,No
CUST01188,3,8,36.49,284.06,33,0,1,39.4,Sports,Tablet,1,1,Gold,5.1,0,No
CUST01189,16,5,112.36,483.53,406,2,0,48.4,Beauty,Desktop,0,1,None,54.1,1,No
CUST01190,55,25,25.26,703.29,126,3,2,22.1,Sports,Mobile,1,0,Gold,14.3,1,No
CUST01191,3,7,198.7,1517.18,30,2,0,32.8,Sports,Mobile,1,1,None,49.8,1,No
CUST01192,39,2,48.36,100.58,212,0,1,62.4,Fashion,Mobile,1,1,Silver,32.6,1,No
CUST01193,19,6,538.97,3303.89,230,0,2,41.8,Beauty,Mobile,1,0,None,16.9,1,No
CUST01194,43,9,31.36,298.75,167,1,0,39.9,Beauty,Mobile,0,0,None,33.8,1,No
CUST01195,2,3,66.7,178.73,35,0,0,25.7,Home & Garden,Mobile,1,0,Platinum,21.0,0,No
CUST01196,92,9,41.2,418.93,421,2,0,28.7,Fashion,Mobile,1,0,None,15.2,0,No
CUST01197,163,10,28.95,270.8,350,2,1,91.0,Beauty,Mobile,1,1,Silver,17.0,0,No
CUST01198,156,1,127.87,133.87,150,0,2,20.9,Beauty,Mobile,1,1,None,4.3,0,No
CUST01199,62,2,22.55,46.54,143,0,1,43.9,Fashion,Tablet,0,0,Silver,20.2,0,Yes
CUST01200,6,10,31.79,330.93,50,2,0,19.3,Fashion,Tablet,0,1,None,27.3,0,No
CUST01201,63,7,87.27,680.34,420,1,0,44.9,Electronics,Mobile,1,0,Silver,37.8,1,No
CUST01202,1,4,99.08,372.05,274,1,3,87.6,Beauty,Tablet,1,0,None,29.5,0,No
CUST01203,1,2,17.93,38.54,30,1,0,89.9,Fashion,Desktop,1,0,None,50.5,1,No
CUST01204,17,2,86.95,179.03,142,0,0,78.4,Home & Garden,Desktop,0,0,None,3.5,0,No
CUST01205,30,6,60.53,316.99,701,1,0,42.5,Fashion,Desktop,0,0,None,27.3,1,No
CUST01206,66,5,26.2,127.63,180,0,0,30.8,Beauty,Tablet,1,1,Silver,45.8,1,No
CUST01207,51,10,29.05,319.95,117,0,0,58.2,Fashion,Desktop,1,0,None,17.9,1,No
CUST01208,26,7,10.73,70.95,309,1,0,78.3,Electronics,Mobile,0,1,Silver,11.5,0,No
CUST01209,14,2,215.71,429.12,68,1,0,58.0,Sports,Desktop,1,1,Silver,14.2,0,No
CUST01210,263,3,123.02,367.8,222,0,0,10.7,Electronics,Desktop,1,1,None,17.7,1,Yes
CUST01211,24,2,19.47,40.32,332,2,1,45.6,Electronics,Mobile,0,0,None,14.8,0,No
CUST01212,27,2,103.45,230.74,579,1,1,45.7,Electronics,Desktop,1,1,Silver,23.2,1,No
CUST01213,8,5,34.49,155.56,353,2,0,27.7,Fashion,Desktop,1,1,None,19.5,1,No
CUST01214,71,8,113.51,909.34,145,2,0,80.3,Fashion,Mobile,1,1,None,15.8,1,No
CUST01215,53,5,36.71,179.38,438,1,0,81.8,Beauty,Tablet,0,0,Silver,35.9,0,No
CUST01216,11,1,40.83,38.33,686,1,1,57.3,Electronics,Tablet,1,1,Silver,25.5,0,No
CUST01217,3,2,43.35,97.61,194,3,2,84.3,Beauty,Desktop,0,1,Silver,34.3,0,No
CUST01218,51,2,32.27,55.02,30,1,2,9.5,Electronics,Mobile,0,1,None,53.8,1,Yes
CUST01219,47,8,167.24,1186.24,638,1,1,45.0,Home & Garden,Desktop,0,0,None,65.4,1,No
CUST01220,14,12,112.04,1438.6,54,0,0,81.6,Sports,Mobile,0,1,Gold,26.8,0,No
CUST01221,135,16,59.62,886.22,40,0,0,37.6,Fashion,Desktop,1,0,Silver,31.2,1,No
CUST01222,7,5,123.92,661.08,110,1,0,30.0,Sports,Mobile,0,1,Gold,58.7,0,No
CUST01223,25,11,14.86,179.75,143,3,0,23.9,Home & Garden,Desktop,1,1,None,40.4,1,No
CUST01224,129,3,20.43,56.78,481,2,1,36.7,Beauty,Desktop,1,1,Silver,44.6,0,Yes
CUST01225,24,3,79.81,217.3,147,1,0,15.9,Home & Garden,Desktop,0,1,None,49.3,1,No
CUST01226,45,6,98.34,527.25,30,1,0,37.2,Fashion,Mobile,1,1,Gold,24.2,1,No
CUST01227,22,7,68.27,434.89,303,0,1,76.8,Electronics,Desktop,1,0,Silver,38.8,1,No
CUST01228,14,4,12.11,45.06,333,1,0,44.2,Electronics,Desktop,1,1,Silver,1.4,0,No
CUST01229,186,9,23.34,233.3,504,1,1,43.3,Home & Garden,Tablet,0,1,Gold,21.1,1,Yes
CUST01230,23,4,76.19,329.45,152,1,2,51.1,Home & Garden,Desktop,0,1,None,18.6,1,No
CUST01231,101,4,380.38,1294.13,30,4,0,56.5,Sports,Desktop,1,1,Silver,15.6,1,Yes
CUST01232,11,3,144.65,482.65,241,1,0,55.1,Sports,Desktop,1,0,None,7.7,0,No
CUST01233,10,4,192.84,673.89,38,1,1,43.4,Beauty,Mobile,1,1,None,15.8,1,No
CUST01234,1,10,71.65,749.87,30,0,0,69.6,Fashion,Mobile,0,1,None,46.3,0,No
CUST01235,47,5,71.24,318.96,452,2,1,16.0,Fashion,Desktop,1,0,None,13.1,0,No
CUST01236,20,4,23.88,82.98,154,3,1,10.1,Electronics,Desktop,1,1,Silver,75.8,1,No
CUST01237,89,5,116.92,630.16,223,0,0,70.9,Home & Garden,Tablet,1,0,None,8.8,1,No
CUST01238,28,16,51.49,815.73,326,1,1,36.4,Electronics,Tablet,0,0,None,45.8,0,Yes
CUST01239,155,5,95.03,489.27,153,4,0,28.8,Fashion,Mobile,1,1,Gold,23.3,1,No
CUST01240,9,5,55.96,273.53,30,2,4,23.7,Home & Garden,Mobile,0,1,None,32.2,1,No
CUST01241,91,1,68.26,59.4,87,0,3,54.3,Electronics,Mobile,0,0,None,53.3,0,No
CUST01242,67,2,50.9,109.12,64,4,0,18.8,Beauty,Mobile,1,1,Gold,9.5,0,No
CUST01243,66,1,65.35,71.63,1136,1,0,38.6,Beauty,Desktop,0,1,None,22.3,0,No
CUST01244,83,6,121.52,628.81,403,1,1,54.0,Electronics,Mobile,1,1,Gold,10.5,1,Yes
CUST01245,64,2,19.83,38.18,180,2,1,34.1,Sports,Tablet,0,0,None,33.3,0,Yes
CUST01246,44,5,16.54,84.12,30,2,0,57.4,Home & Garden,Mobile,1,0,Platinum,23.9,1,No
CUST01247,6,3,76.76,237.55,36,1,2,41.9,Electronics,Mobile,0,0,Gold,13.7,0,No
CUST01248,1,15,172.86,2653.69,502,1,2,67.8,Fashion,Desktop,0,0,Gold,31.1,0,No
CUST01249,114,14,211.49,3132.24,872,2,1,7.4,Sports,Desktop,1,1,None,36.4,0,Yes
CUST01250,43,21,20.5,490.79,30,1,1,18.6,Sports,Desktop,1,1,Silver,19.7,0,No
CUST01251,71,5,39.56,191.31,723,0,0,40.4,Electronics,Mobile,0,0,Gold,27.9,0,No
CUST01252,29,12,16.72,204.05,143,2,0,13.4,Sports,Tablet,1,1,None,22.6,0,No
CUST01253,5,8,35.15,297.99,72,2,0,4.6,Home & Garden,Mobile,1,1,None,13.8,1,No
CUST01254,6,4,134.06,551.11,32,2,0,8.1,Electronics,Tablet,1,1,None,1.2,0,No
CUST01255,52,9,54.04,469.84,443,4,1,88.9,Beauty,Mobile,0,0,Silver,13.8,1,No
CUST01256,25,4,40.48,167.95,189,0,0,34.4,Fashion,Desktop,1,1,None,28.9,1,No
CUST01257,10,5,84.44,441.21,535,2,0,36.1,Fashion,Desktop,1,0,Silver,16.8,0,No
CUST01258,30,5,28.9,148.18,76,2,0,15.8,Fashion,Desktop,0,0,None,18.8,1,No
CUST01259,2,3,195.27,533.99,340,2,0,29.0,Home & Garden,Mobile,1,1,None,32.8,1,No
CUST01260,39,6,54.92,330.11,37,4,0,13.3,Beauty,Desktop,0,1,Silver,5.4,0,No
CUST01261,14,6,39.59,264.93,30,2,0,66.3,Home & Garden,Tablet,0,0,None,31.2,1,No
CUST01262,71,1,87.31,96.96,42,3,1,17.4,Electronics,Mobile,1,0,Silver,31.2,1,No
CUST01263,16,14,115.75,1742.42,496,0,0,3.5,Beauty,Mobile,1,1,Platinum,23.5,0,No
CUST01264,27,6,195.74,1243.92,319,1,0,27.3,Electronics,Desktop,1,0,Silver,35.3,0,No
CUST01265,1,4,46.16,165.43,54,3,0,62.6,Sports,Desktop,1,1,None,24.7,1,No
CUST01266,3,3,130.17,385.76,145,4,0,63.0,Home & Garden,Mobile,1,0,Gold,16.4,0,No
CUST01267,22,8,59.2,418.32,432,1,1,8.8,Electronics,Desktop,1,0,Silver,15.0,1,No
CUST01268,29,5,33.48,183.33,100,3,0,31.0,Home & Garden,Desktop,1,1,Silver,61.9,0,No
CUST01269,41,3,29.33,82.47,762,0,1,25.1,Home & Garden,Desktop,0,0,None,14.8,0,No
CUST01270,15,9,22.7,220.66,738,0,0,57.4,Electronics,Tablet,0,0,None,7.9,0,No
CUST01271,53,4,30.16,132.03,241,2,0,53.8,Electronics,Mobile,1,0,None,17.4,0,No
CUST01272,88,4,133.3,595.98,299,1,3,7.7,Sports,Mobile,0,1,Gold,20.7,1,No
CUST01273,68,4,96.1,413.67,317,2,1,12.8,Fashion,Tablet,1,0,None,42.8,1,No
CUST01274,1,1,20.23,20.62,89,2,1,47.5,Electronics,Desktop,0,0,None,27.0,1,No
CUST01275,29,2,13.5,27.8,136,2,0,62.1,Home & Garden,Mobile,1,0,Silver,47.9,1,No
CUST01276,4,5,22.42,106.07,43,2,0,76.0,Electronics,Mobile,0,0,None,9.8,1,No
CUST01277,12,3,29.33,79.46,776,1,0,49.2,Electronics,Tablet,1,0,Gold,20.1,0,No
CUST01278,194,3,42.84,114.28,386,2,1,27.0,Electronics,Desktop,0,1,Gold,9.4,1,No
CUST01279,6,14,139.53,1767.08,30,3,1,46.9,Beauty,Tablet,1,0,None,23.2,1,No
CUST01280,31,4,35.23,159.27,239,1,2,20.0,Electronics,Tablet,0,1,Silver,41.1,1,No
CUST01281,43,6,209.43,1130.08,126,2,0,68.6,Home & Garden,Mobile,1,0,None,29.7,0,No
CUST01282,54,10,14.24,151.96,506,0,0,51.2,Electronics,Tablet,1,1,Silver,68.6,1,No
CUST01283,36,10,41.31,374.02,126,5,0,56.0,Home & Garden,Desktop,1,0,Silver,28.1,1,No
CUST01284,1,6,102.35,701.66,309,1,2,51.0,Home & Garden,Tablet,0,0,None,25.9,0,No
CUST01285,17,1,107.53,103.23,54,2,0,50.2,Fashion,Desktop,1,0,Silver,55.3,0,No
CUST01286,32,6,41.74,243.84,245,0,1,33.2,Fashion,Mobile,0,0,None,28.3,1,No
CUST01287,4,6,121.68,709.17,104,1,0,10.9,Home & Garden,Desktop,1,0,Silver,33.8,1,Yes
CUST01288,19,1,104.56,114.49,54,2,1,33.7,Beauty,Desktop,1,0,Gold,37.8,1,No
CUST01289,1,8,31.64,231.73,289,1,3,19.1,Fashion,Tablet,0,0,None,60.0,1,No
CUST01290,3,14,70.24,1081.01,305,2,1,52.7,Home & Garden,Desktop,1,0,None,11.0,1,No
CUST01291,22,6,95.86,602.26,1228,3,0,28.6,Sports,Mobile,1,0,None,29.5,0,No
CUST01292,6,2,33.5,61.38,331,4,0,32.7,Electronics,Desktop,0,0,None,36.5,1,No
CUST01293,37,6,211.76,1104.91,217,2,0,36.9,Sports,Mobile,1,1,Gold,20.8,0,No
CUST01294,52,11,27.99,333.29,731,2,2,23.8,Beauty,Tablet,0,1,Silver,20.2,0,No
CUST01295,72,1,61.27,56.1,528,0,0,63.9,Fashion,Desktop,1,0,None,30.8,1,No
CUST01296,10,5,20.09,112.17,238,1,1,32.8,Fashion,Tablet,0,0,Gold,60.0,1,No
CUST01297,8,5,59.3,263.57,214,3,0,16.5,Electronics,Mobile,1,0,Silver,21.7,0,No
CUST01298,4,2,23.25,48.12,854,1,2,38.8,Fashion,Desktop,0,1,Platinum,4.7,1,No
CUST01299,45,12,43.15,547.65,288,1,1,60.0,Home & Garden,Mobile,0,1,Silver,19.0,0,No
CUST01300,55,2,15.34,32.13,375,0,0,53.2,Electronics,Desktop,1,1,Gold,10.9,0,No
CUST01301,1,3,103.53,293.45,30,0,2,48.8,Electronics,Desktop,1,1,Silver,17.2,1,No
CUST01302,123,12,72.6,969.35,380,2,0,48.9,Sports,Desktop,1,1,Platinum,21.2,1,No
CUST01303,2,8,130.31,1126.86,92,0,1,12.5,Electronics,Mobile,1,0,Silver,65.0,1,No
CUST01304,35,4,41.34,165.87,36,1,1,54.9,Beauty,Mobile,0,1,Silver,12.7,0,No
CUST01305,55,6,135.24,836.58,568,3,0,46.5,Home & Garden,Mobile,1,0,None,26.2,1,No
CUST01306,92,13,56.34,747.0,352,2,1,18.9,Fashion,Tablet,1,1,Gold,50.6,1,No
CUST01307,56,6,59.77,406.68,157,0,2,44.6,Beauty,Desktop,0,0,None,28.4,1,Yes
CUST01308,72,8,296.26,2651.94,169,2,0,19.1,Electronics,Desktop,1,1,Silver,10.1,1,No
CUST01309,18,5,37.05,170.55,65,3,2,47.7,Beauty,Mobile,1,1,None,21.4,0,No
CUST01310,75,11,145.76,1489.25,30,1,0,22.5,Sports,Mobile,1,0,Gold,41.5,1,No
CUST01311,3,21,80.14,1926.01,128,0,3,9.2,Fashion,Mobile,0,0,None,39.4,1,No
CUST01312,101,5,34.55,159.1,48,3,1,7.7,Fashion,Desktop,1,0,Gold,32.9,0,No
CUST01313,35,8,19.06,173.22,164,0,0,8.4,Electronics,Desktop,0,0,Silver,62.8,0,No
CUST01314,76,10,23.89,249.63,538,1,0,60.2,Sports,Mobile,1,0,Platinum,46.2,1,No
CUST01315,27,9,134.9,1050.24,36,0,2,27.4,Beauty,Mobile,1,1,Silver,60.8,1,No
CUST01316,46,20,218.66,4157.68,30,2,1,3.9,Fashion,Desktop,0,0,None,47.5,1,No
CUST01317,33,3,58.74,174.96,697,1,1,46.1,Fashion,Desktop,1,1,None,24.5,1,No
CUST01318,59,6,61.26,404.29,410,1,1,22.9,Fashion,Tablet,1,0,None,18.4,0,No
CUST01319,3,1,101.61,96.38,30,0,1,62.8,Fashion,Desktop,1,1,None,25.4,1,No
CUST01320,2,12,57.9,655.32,30,0,0,54.2,Fashion,Mobile,1,0,None,23.9,1,No
CUST01321,12,5,131.6,740.96,346,0,1,70.1,Electronics,Desktop,1,1,Silver,17.6,1,No
CUST01322,7,9,68.94,542.1,138,1,0,25.1,Electronics,Mobile,0,0,None,30.5,0,No
CUST01323,92,6,60.85,370.74,386,2,1,64.0,Beauty,Desktop,1,0,None,23.7,0,No
CUST01324,11,9,31.21,281.25,155,1,0,49.1,Fashion,Mobile,1,1,Gold,25.8,1,No
CUST01325,167,3,25.63,66.68,1030,1,1,38.3,Home & Garden,Mobile,0,0,None,61.5,1,No
CUST01326,18,5,10.0,43.82,355,1,0,38.5,Fashion,Desktop,1,1,None,28.8,1,No
CUST01327,9,7,146.54,989.46,30,1,2,53.4,Fashion,Mobile,0,1,None,0.9,1,No
CUST01328,70,2,48.56,86.46,120,0,0,45.7,Electronics,Tablet,1,1,Silver,55.0,0,No
CUST01329,48,10,39.63,393.69,248,0,2,32.7,Fashion,Mobile,1,1,Gold,19.2,0,No
CUST01330,31,6,11.46,71.01,45,0,1,41.9,Fashion,Mobile,1,1,Gold,6.0,1,Yes
CUST01331,36,6,32.72,207.59,30,0,0,41.6,Beauty,Tablet,1,0,Gold,24.8,0,No
CUST01332,57,1,29.45,29.86,30,2,1,41.7,Fashion,Mobile,1,0,None,8.2,1,No
CUST01333,11,2,28.91,55.73,222,0,0,35.9,Electronics,Mobile,1,0,Silver,16.4,1,No
CUST01334,252,1,71.26,63.34,300,0,0,37.1,Beauty,Mobile,1,0,Silver,18.4,1,Yes
CUST01335,165,4,60.21,222.6,30,1,0,49.0,Fashion,Tablet,0,1,Gold,16.0,1,No
CUST01336,47,12,18.37,215.11,328,2,1,88.1,Sports,Mobile,0,1,Silver,11.7,0,No
CUST01337,10,9,19.33,196.1,288,4,0,28.4,Sports,Desktop,0,0,None,59.9,0,No
CUST01338,51,5,19.3,87.89,843,3,1,34.5,Sports,Mobile,0,0,Silver,16.5,1,No
CUST01339,3,5,232.39,1131.74,551,0,0,24.7,Electronics,Desktop,1,1,None,12.9,1,No
CUST01340,1,3,180.22,578.34,860,0,2,89.3,Fashion,Mobile,1,0,None,9.8,1,No
CUST01341,13,7,27.61,205.17,1015,1,1,43.2,Beauty,Desktop,1,0,None,20.0,1,Yes
CUST01342,27,8,11.23,102.39,174,1,1,14.1,Fashion,Mobile,0,1,None,3.6,0,No
CUST01343,91,19,60.49,1042.73,200,0,1,48.5,Fashion,Desktop,1,0,Silver,54.3,1,No
CUST01344,58,14,56.69,678.54,99,0,2,46.8,Fashion,Desktop,1,0,Silver,10.2,1,No
CUST01345,61,3,70.35,199.8,213,0,0,21.7,Home & Garden,Mobile,1,0,Gold,25.6,1,No
CUST01346,24,15,98.8,1326.25,49,2,1,73.3,Sports,Mobile,1,0,Silver,3.8,1,No
CUST01347,19,4,78.36,318.0,333,1,1,58.5,Home & Garden,Desktop,1,0,None,31.6,0,No
CUST01348,20,13,22.35,325.31,30,2,0,22.4,Home & Garden,Tablet,1,1,Silver,36.0,0,No
CUST01349,197,14,69.08,1021.73,80,2,1,8.5,Beauty,Tablet,1,0,None,17.0,1,No
CUST01350,1,2,108.1,192.58,69,1,1,50.6,Beauty,Desktop,1,1,None,5.2,1,Yes
CUST01351,90,5,30.59,135.33,833,1,1,16.2,Sports,Mobile,1,1,None,25.0,1,No
CUST01352,38,5,69.41,389.89,46,0,1,23.2,Electronics,Tablet,0,1,Silver,25.0,1,No
CUST01353,25,19,35.09,664.23,664,1,0,5.9,Sports,Mobile,0,1,Gold,66.8,1,Yes
CUST01354,58,5,269.6,1519.33,39,4,0,32.2,Fashion,Mobile,1,0,Silver,3.3,1,No
CUST01355,30,14,18.89,283.2,315,4,1,16.6,Fashion,Tablet,0,1,None,2.9,0,No
